date,period,year,quarter,realgdp,realcons,realinv,realgovt,realdpi,cpi,m1,tbilrate,unemp,pop,infl,realint,gdp_growth_pct,consumption_share_pct,investment_share_pct,real_rate_gap
1993-03-31,1993Q1,1993,1,8432.485,5617.2,1054.979,762.901,6156.5,143.8,1047.6,2.92,7.2,259.414,2.79,0.13,0.18378247112753598,66.61381550041298,12.51089091768322,-2.66
1993-06-30,1993Q2,1993,2,8486.435,5671.1,1063.263,752.158,6252.3,144.5,1084.5,3.02,7.1,260.255,1.94,1.08,0.6397876782466616,66.82546911630149,12.52897123468217,-0.8599999999999999
1993-09-30,1993Q3,1993,3,8531.108,5732.7,1062.514,744.227,6265.7,145.6,1113.0,3.0,6.8,261.163,3.03,-0.04,0.5264047859908194,67.19760199964647,12.454583859447094,-3.07
1993-12-31,1993Q4,1993,4,8643.769,5783.7,1118.583,748.102,6358.1,146.3,1131.6,3.05,6.6,261.919,1.92,1.13,1.3205904789858502,66.9117835055518,12.940917324375514,-0.79
1994-03-31,1994Q1,1994,1,8727.919,5848.1,1166.845,721.288,6332.6,147.2,1141.1,3.48,6.6,262.631,2.45,1.02,0.9735336518132298,67.00451734256471,13.369108947963426,-1.4300000000000002
1994-06-30,1994Q2,1994,2,8847.303,5891.5,1234.855,717.197,6440.6,148.4,1150.5,4.2,6.2,263.436,3.25,0.96,1.367840375237206,66.59091476803722,13.95741730559019,-2.29
1994-09-30,1994Q3,1994,3,8904.289,5938.7,1212.655,736.89,6487.9,149.4,1150.1,4.68,6.0,264.301,2.69,2.0,0.6441058930614307,66.6948253813415,13.618774053717258,-0.69
1994-12-31,1994Q4,1994,4,9003.18,5997.3,1269.19,716.702,6574.0,150.5,1151.4,5.53,5.6,265.044,2.93,2.6,1.1105996222719128,66.61313002739033,14.097130125133564,-0.33000000000000007
1995-03-31,1995Q1,1995,1,9025.267,6004.3,1282.09,715.326,6616.6,151.8,1149.3,5.72,5.5,265.755,3.44,2.28,0.24532442981257674,66.5276717021225,14.205563115196481,-1.1600000000000001
1995-06-30,1995Q2,1995,2,9044.668,6053.5,1247.61,712.492,6617.2,152.6,1145.4,5.52,5.7,266.557,2.1,3.42,0.2149631695106624,66.92893536832972,13.793872809925139,1.3199999999999998
1995-09-30,1995Q3,1995,3,9120.684,6107.6,1235.601,707.649,6666.8,153.5,1137.3,5.32,5.7,267.456,2.35,2.97,0.8404509706713359,66.96427592491968,13.547240535907179,0.6200000000000001
1995-12-31,1995Q4,1995,4,9184.275,6150.6,1270.392,681.081,6706.2,154.7,1123.5,5.17,5.6,268.151,3.11,2.05,0.6972174455337043,66.96881354271295,13.832251320871816,-1.06
1996-03-31,1996Q1,1996,1,9247.188,6206.9,1287.128,695.265,6777.7,156.1,1124.8,4.91,5.5,268.853,3.6,1.31,0.6850077986558567,67.12202671774381,13.919128712425874,-2.29
1996-06-30,1996Q2,1996,2,9407.052,6277.1,1353.795,705.172,6850.6,157.0,1112.4,5.09,5.5,269.667,2.3,2.79,1.7287850101025182,66.72759967734845,14.391277947650337,0.4900000000000002
1996-09-30,1996Q3,1996,3,9488.879,6314.6,1422.059,692.741,6908.9,158.2,1086.1,5.04,5.3,270.581,3.05,2.0,0.8698474293540759,66.54737614422103,14.986585875950151,-1.0499999999999998
1996-12-31,1996Q4,1996,4,9592.458,6366.1,1418.193,690.744,6946.8,159.4,1081.5,4.99,5.3,271.36,3.02,1.97,1.0915831048114333,66.36568020417707,14.784458790437235,-1.05
1997-03-31,1997Q1,1997,1,9666.235,6430.2,1451.304,681.445,7008.9,159.9,1063.8,5.1,5.2,272.083,1.25,3.85,0.7691146523654213,66.52228090875091,15.014160115081001,2.6
1997-06-30,1997Q2,1997,2,9809.551,6456.2,1543.976,693.525,7061.5,160.4,1066.2,5.01,5.0,272.912,1.25,3.76,1.482645518136061,65.81544863776129,15.739517537550904,2.51
1997-09-30,1997Q3,1997,3,9932.672,6566.0,1571.426,691.261,7142.4,161.5,1065.5,5.02,4.9,273.852,2.73,2.29,1.2551135113115786,66.10507223031225,15.82077813502751,-0.43999999999999995
1997-12-31,1997Q4,1997,4,10008.874,6641.1,1596.523,690.311,7241.5,162.0,1074.4,5.11,4.7,274.626,1.24,3.88,0.7671853052229949,66.35211912948449,15.951075016030774,2.6399999999999997
1998-03-31,1998Q1,1998,1,10103.425,6707.2,1672.732,668.783,7406.2,162.2,1076.1,5.02,4.6,275.304,0.49,4.53,0.944671698334898,66.38540890836524,16.55608865310526,4.04
1998-06-30,1998Q2,1998,2,10194.277,6822.6,1652.716,687.184,7512.0,163.2,1075.0,4.98,4.4,276.115,2.46,2.52,0.8992198190217682,66.9257859090939,16.212194351791695,0.06000000000000005
1998-09-30,1998Q3,1998,3,10328.787,6913.1,1700.071,681.472,7591.0,163.9,1086.0,4.49,4.5,277.003,1.71,2.78,1.3194658140052606,66.93041496547465,16.45954166738069,1.0699999999999998
1998-12-31,1998Q4,1998,4,10507.575,7019.1,1754.743,688.147,7646.5,164.7,1097.8,4.38,4.4,277.79,1.95,2.43,1.7309680217047818,66.80037972605477,16.699790389314373,0.4800000000000002
1999-03-31,1999Q1,1999,1,10601.179,7088.3,1809.993,683.601,7698.4,165.9,1101.9,4.39,4.3,278.451,2.9,1.49,0.8908240007803769,66.8633177498465,17.07350663544121,-1.41
1999-06-30,1999Q2,1999,2,10684.049,7199.9,1803.674,683.594,7716.0,166.7,1098.7,4.54,4.3,279.295,1.92,2.62,0.7817055065290512,67.38924540686774,16.88193305740174,0.7000000000000002
1999-09-30,1999Q3,1999,3,10819.914,7286.4,1848.949,697.936,7765.9,168.1,1102.3,4.75,4.2,280.203,3.35,1.41,1.2716620824183789,67.34249458914367,17.08838905743613,-1.9400000000000002
1999-12-31,1999Q4,1999,4,11014.254,7389.2,1914.567,713.445,7887.7,169.3,1121.9,5.2,4.1,280.976,2.85,2.35,1.7961325755454283,67.08761210700243,17.38262981768897,-0.5
2000-03-31,2000Q1,2000,1,11043.044,7501.3,1887.836,685.216,8053.4,170.9,1113.5,5.63,4.0,281.653,3.76,1.87,0.261388560677811,67.92782859508665,17.095250186452212,-1.8899999999999997
2000-06-30,2000Q2,2000,2,11258.454,7571.8,2018.529,712.641,8135.9,172.7,1103.0,5.81,3.9,282.385,4.19,1.62,1.950639696808243,67.25434948706102,17.929006948911457,-2.5700000000000003
2000-09-30,2000Q3,2000,3,11267.867,7645.9,1986.956,698.827,8222.3,173.9,1098.7,6.07,4.0,283.19,2.77,3.3,0.08360828227393924,67.855788500166,17.63382546137614,0.5299999999999998
2000-12-31,2000Q4,2000,4,11334.544,7713.5,1987.845,695.597,8234.6,175.6,1097.7,5.7,3.9,283.9,3.89,1.81,0.5917446487431866,68.0530244533878,17.537935359375727,-2.08
2001-03-31,2001Q1,2001,1,11297.171,7744.3,1882.691,710.403,8296.5,176.4,1114.9,4.39,4.2,284.55,1.82,2.57,-0.3297265421529083,68.55079028192102,16.665154488676855,0.7499999999999998
2001-06-30,2001Q2,2001,2,11371.251,7773.5,1876.65,725.623,8273.7,177.4,1139.7,3.54,4.4,285.267,2.26,1.28,0.6557393882061335,68.36099211951262,16.503461228672204,-0.9799999999999998
2001-09-30,2001Q3,2001,3,11340.075,7807.7,1837.074,730.493,8484.5,177.6,1166.0,2.72,4.8,286.047,0.45,2.27,-0.2741650852663424,68.85051465709,16.19983994814849,1.82
2001-12-31,2001Q4,2001,4,11380.128,7930.0,1731.189,739.318,8385.5,177.7,1190.9,1.74,5.5,286.728,0.23,1.51,0.3531987222306743,69.68287175680274,15.212386011826931,1.28
2002-03-31,2002Q1,2002,1,11477.868,7957.3,1789.327,756.915,8611.6,179.3,1185.9,1.75,5.7,287.328,3.59,-1.84,0.8588655593328998,69.32733500681485,15.589367293647216,-5.43
2002-06-30,2002Q2,2002,2,11538.77,7997.8,1810.779,774.408,8658.9,180.0,1199.5,1.7,5.8,288.028,1.56,0.14,0.5306037671804598,69.31241371480668,15.692998473840799,-1.42
2002-09-30,2002Q3,2002,3,11596.43,8052.0,1814.531,786.673,8629.2,181.2,1204.0,1.61,5.7,288.783,2.66,-1.05,0.4997066411758011,69.43516237324762,15.647324219608965,-3.71
2002-12-31,2002Q4,2002,4,11598.824,8080.6,1813.219,799.967,8649.6,182.6,1226.8,1.2,5.8,289.421,3.08,-1.88,0.02064428449100042,69.66740766132843,15.632783116633203,-4.96
2003-03-31,2003Q1,2003,1,11645.819,8122.3,1813.141,800.196,8681.3,183.2,1248.4,1.14,5.9,290.019,1.31,-0.17,0.4051703862391509,69.74434344205419,15.56902953755335,-1.48
2003-06-30,2003Q2,2003,2,11738.706,8197.8,1823.698,838.775,8812.5,183.7,1287.9,0.96,6.2,290.704,1.09,-0.13,0.7975995505339784,69.83563605733033,15.535766889468055,-1.2200000000000002
2003-09-30,2003Q3,2003,3,11935.461,8312.1,1889.883,839.598,8935.4,184.9,1297.3,0.94,6.1,291.449,2.6,-1.67,1.6761217122227778,69.642052368149,15.834185206587328,-4.27
2003-12-31,2003Q4,2003,4,12042.817,8358.0,1959.783,845.722,8986.4,186.3,1306.1,0.9,5.8,292.057,3.02,-2.11,0.8994709127699396,69.40236657253864,16.273459938816643,-5.13
2004-03-31,2004Q1,2004,1,12127.623,8437.6,1970.015,856.57,9025.9,187.4,1332.1,0.94,5.7,292.635,2.35,-1.42,0.7042040080821765,69.57340280119196,16.24403232191502,-3.77
2004-06-30,2004Q2,2004,2,12213.818,8483.2,2055.58,861.44,9115.0,189.1,1340.5,1.21,5.6,293.31,3.61,-2.41,0.7107328451750217,69.45575904274979,16.829954400827,-6.02
2004-09-30,2004Q3,2004,3,12303.533,8555.8,2082.231,876.385,9175.9,190.8,1361.0,1.63,5.4,294.066,3.58,-1.95,0.734536899108873,69.5393753972944,16.923846183043523,-5.53
2004-12-31,2004Q4,2004,4,12410.282,8654.2,2125.152,865.596,9303.4,191.8,1366.6,2.2,5.4,294.741,2.09,0.11,0.8676288347420291,69.73411240775997,17.124123368026613,-1.9799999999999998
2005-03-31,2005Q1,2005,1,12534.113,8719.0,2170.299,869.204,9189.6,193.8,1357.8,2.69,5.3,295.308,4.15,-1.46,0.9978097193923618,69.56216207720483,17.31513829498745,-5.61
2005-06-30,2005Q2,2005,2,12587.535,8802.9,2131.468,870.044,9253.0,194.7,1366.6,3.01,5.1,295.994,1.85,1.16,0.4262128480890581,69.93346989700525,16.93316443608697,-0.6900000000000002
2005-09-30,2005Q3,2005,3,12683.153,8865.6,2154.949,890.394,9308.0,199.2,1375.0,3.52,5.0,296.77,9.14,-5.62,0.7596245015406122,69.9005996379607,16.99064104958759,-14.760000000000002
2005-12-31,2005Q4,2005,4,12748.699,8888.5,2232.193,875.557,9358.7,199.4,1380.6,4.0,4.9,297.435,0.4,3.6,0.5167957841397897,69.72083975000115,17.50918270170156,3.2
2006-03-31,2006Q1,2006,1,12915.938,8986.6,2264.721,900.511,9533.8,200.7,1380.5,4.51,4.7,298.061,2.6,1.91,1.3118122876695004,69.57760249391102,17.534313032471974,-0.6900000000000002
2006-06-30,2006Q2,2006,2,12962.462,9035.0,2261.247,892.839,9617.3,202.7,1369.2,4.82,4.7,298.766,3.97,0.85,0.3602061267249823,69.70126508374722,17.444579586809976,-3.12
2006-09-30,2006Q3,2006,3,12965.916,9090.7,2229.636,892.002,9662.5,201.9,1369.4,4.9,4.7,299.593,-1.58,6.48,0.026646172617517117,70.11228516365524,17.196131765777288,8.06
2006-12-31,2006Q4,2006,4,13060.679,9181.6,2165.966,894.404,9788.8,203.574,1373.6,4.92,4.4,300.32,3.3,1.62,0.7308623625203348,70.29956099525914,16.583869797274705,-1.6799999999999997
2007-03-31,2007Q1,2007,1,13099.901,9265.1,2132.609,882.766,9830.2,205.92,1379.7,4.95,4.5,300.977,4.58,0.36,0.3003059794977059,70.72648869636497,16.27958104416209,-4.22
2007-06-30,2007Q2,2007,2,13203.977,9291.5,2162.214,898.713,9842.7,207.338,1370.0,4.72,4.5,301.714,2.75,1.97,0.7944792865228534,70.3689502034122,16.375475358674134,-0.78
2007-09-30,2007Q3,2007,3,13321.109,9335.6,2166.491,918.983,9883.9,209.133,1379.2,4.0,4.7,302.509,3.45,0.55,0.8870963649815433,70.08125224408869,16.263593368990527,-2.9000000000000004
2007-12-31,2007Q4,2007,4,13391.249,9363.6,2123.426,925.11,9886.2,212.495,1377.4,3.01,4.8,303.204,6.38,-3.37,0.5265327383778606,69.92327601405964,15.856818135485346,-9.75
2008-03-31,2008Q1,2008,1,13366.865,9349.6,2082.886,943.372,9826.8,213.997,1384.0,1.56,4.9,303.803,2.82,-1.26,-0.18208906428369698,69.9460943160569,15.582457068280409,-4.08
2008-06-30,2008Q2,2008,2,13415.266,9351.0,2026.518,961.28,10059.0,218.61,1409.3,1.74,5.4,304.483,8.53,-6.79,0.36209687162995774,69.704171352249,15.10605902260902,-15.32
2008-09-30,2008Q3,2008,3,13324.6,9267.7,1990.693,991.551,9838.3,216.889,1474.7,1.17,6.0,305.27,-3.16,4.33,-0.6758419847955222,69.55330741635771,14.939983188988787,7.49
2008-12-31,2008Q4,2008,4,13141.92,9195.3,1857.661,1007.273,9920.4,212.174,1576.5,0.12,6.9,305.952,-8.79,8.91,-1.3709980036924252,69.96922824062237,14.135385088328038,17.7
2009-03-31,2009Q1,2009,1,12925.41,9209.2,1558.494,996.287,9926.4,212.671,1592.8,0.22,8.1,306.547,0.94,-0.71,-1.64747616786588,71.24880371299635,12.057598172901285,-1.65
2009-06-30,2009Q2,2009,2,12901.504,9189.0,1456.678,1023.528,10077.5,214.469,1653.6,0.18,9.2,307.226,3.37,-3.19,-0.1849535140471259,71.2242541644757,11.290761139166412,-6.5600000000000005
2009-09-30,2009Q3,2009,3,12990.341,9256.0,1486.398,1044.088,10040.6,216.385,1673.9,0.12,9.6,308.013,3.56,-3.44,0.6885786339329014,71.25294093511478,11.442332422220478,-7.0
